task_id,family,solver,fit_calls_lower_bound,optimizer_starts,optimizer_evaluations,interrupted_call_possible,reused_task,elapsed_seconds,peak_rss_bytes
v3__S1__nonlinear_gaussian__17__combined__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.7521522349561565,684650496
v3__S1__nonlinear_gaussian__17__combined__whole_fNIRS__O2,S1,O2,1,2,21,False,,2.2462949770269915,684650496
v3__S1__nonlinear_gaussian__17__combined__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,19,False,,2.165286155010108,685056000
v3__S1__nonlinear_gaussian__17__combined__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,17,False,,2.0773379540187307,684650496
v3__S1__nonlinear_gaussian__18__model__full__O0,S1,O0,1,0,0,False,,0.34513074497226626,684650496
v3__S1__nonlinear_gaussian__18__model__full__O1,S1,O1,1,0,0,False,,0.2664523799903691,684650496
v3__S1__nonlinear_gaussian__18__model__full__O2,S1,O2,1,2,18,False,,1.6899075440014713,684650496
v3__S1__nonlinear_gaussian__18__model__full__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.6905866059823893,684789760
v3__S1__nonlinear_gaussian__18__model__full__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.7366333060199395,684650496
v3__S1__nonlinear_gaussian__18__model__center_EEG__O0,S1,O0,1,0,0,False,,0.3413252029567957,684650496
v3__S1__nonlinear_gaussian__18__model__center_EEG__O1,S1,O1,1,0,0,False,,0.213734477001708,684650496
v3__S1__nonlinear_gaussian__18__model__center_EEG__O2,S1,O2,1,2,18,False,,1.6695848829695024,684650496
v3__S1__nonlinear_gaussian__18__model__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.6296978869941086,684650496
v3__S1__nonlinear_gaussian__18__model__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.6161722359829582,684908544
v3__S1__nonlinear_gaussian__18__model__center_fNIRS__O0,S1,O0,1,0,0,False,,0.32879649300593883,684650496
v3__S1__nonlinear_gaussian__18__model__center_fNIRS__O1,S1,O1,1,0,0,False,,0.2290989300236106,684650496
v3__S1__nonlinear_gaussian__18__model__center_fNIRS__O2,S1,O2,1,2,18,False,,1.6230875609908253,684650496
v3__S1__nonlinear_gaussian__18__model__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.7408164459629916,689205248
v3__S1__nonlinear_gaussian__18__model__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.6756679650279693,684650496
v3__S1__nonlinear_gaussian__18__model__whole_EEG__O0,S1,O0,1,0,0,False,,0.31423504900885746,684650496
v3__S1__nonlinear_gaussian__18__model__whole_EEG__O1,S1,O1,1,0,0,False,,0.18737479200353846,687251456
v3__S1__nonlinear_gaussian__18__model__whole_EEG__O2,S1,O2,1,2,22,False,,1.860507951991167,684650496
v3__S1__nonlinear_gaussian__18__model__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,22,False,,1.889073072001338,684650496
v3__S1__nonlinear_gaussian__18__model__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,22,False,,1.9075986520037986,687251456
v3__S1__nonlinear_gaussian__18__model__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.2771691409870982,685056000
v3__S1__nonlinear_gaussian__18__model__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.16498924797633663,684650496
v3__S1__nonlinear_gaussian__18__model__whole_fNIRS__O2,S1,O2,1,2,24,False,,1.8868924899725243,684650496
v3__S1__nonlinear_gaussian__18__model__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,24,False,,1.9578601729590446,684789760
v3__S1__nonlinear_gaussian__18__model__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,24,False,,1.9118123489897698,684650496
v3__S1__nonlinear_gaussian__18__combined__full__O0,S1,O0,1,0,0,False,,0.8923938830266707,685056000
v3__S1__nonlinear_gaussian__18__combined__full__O1,S1,O1,1,0,0,False,,0.8448642970179208,684650496
v3__S1__nonlinear_gaussian__18__combined__full__O2,S1,O2,1,2,22,False,,2.6609926259843633,684650496
v3__S1__nonlinear_gaussian__18__combined__full__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.2275387630215846,684650496
v3__S1__nonlinear_gaussian__18__combined__full__O2_mean_only,S1,O2_mean_only,1,2,30,False,,3.158090387005359,684908544
v3__S1__nonlinear_gaussian__18__combined__center_EEG__O0,S1,O0,1,0,0,False,,0.874246756953653,684650496
v3__S1__nonlinear_gaussian__18__combined__center_EEG__O1,S1,O1,1,0,0,False,,0.7670279199955985,684650496
v3__S1__nonlinear_gaussian__18__combined__center_EEG__O2,S1,O2,1,2,22,False,,2.6000153580098413,684650496
v3__S1__nonlinear_gaussian__18__combined__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.274192606972065,689205248
v3__S1__nonlinear_gaussian__18__combined__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,30,False,,3.168567579006776,685056000
v3__S1__nonlinear_gaussian__18__combined__center_fNIRS__O0,S1,O0,1,0,0,False,,0.8634453389677219,684650496
v3__S1__nonlinear_gaussian__18__combined__center_fNIRS__O1,S1,O1,1,0,0,False,,0.8094671539729461,684650496
v3__S1__nonlinear_gaussian__18__combined__center_fNIRS__O2,S1,O2,1,2,22,False,,2.465258947981056,684650496
v3__S1__nonlinear_gaussian__18__combined__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.195066259999294,684650496
v3__S1__nonlinear_gaussian__18__combined__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,30,False,,3.1463491480099037,684650496
v3__S1__nonlinear_gaussian__18__combined__whole_EEG__O0,S1,O0,1,0,0,False,,0.8344416099716909,687251456
v3__S1__nonlinear_gaussian__18__combined__whole_EEG__O1,S1,O1,1,0,0,False,,0.7316719220252708,684650496
v3__S1__nonlinear_gaussian__18__combined__whole_EEG__O2,S1,O2,1,2,18,False,,2.178632255992852,684650496
v3__S1__nonlinear_gaussian__18__combined__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.1437840640428476,684650496
v3__S1__nonlinear_gaussian__18__combined__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,64,False,,5.792929902032483,684789760
v3__S1__nonlinear_gaussian__18__combined__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.8348194690188393,684650496
v3__S1__nonlinear_gaussian__18__combined__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.7089770110324025,684650496
v3__S1__nonlinear_gaussian__18__combined__whole_fNIRS__O2,S1,O2,1,2,25,False,,2.6019154470413923,687251456
v3__S1__nonlinear_gaussian__18__combined__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,23,False,,2.41981150500942,684650496
v3__S1__nonlinear_gaussian__18__combined__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,22,False,,2.459155949007254,684650496
v3__S1__nonlinear_gaussian__19__model__full__O0,S1,O0,1,0,0,False,,0.3482172280200757,684650496
v3__S1__nonlinear_gaussian__19__model__full__O1,S1,O1,1,0,0,False,,0.2626091649872251,684650496
v3__S1__nonlinear_gaussian__19__model__full__O2,S1,O2,1,2,18,False,,2.112965519016143,689205248
v3__S1__nonlinear_gaussian__19__model__full__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.7403321160236374,684650496
v3__S1__nonlinear_gaussian__19__model__full__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.6326979959849268,684650496
v3__S1__nonlinear_gaussian__19__model__center_EEG__O0,S1,O0,1,0,0,False,,0.30749365797964856,684908544
v3__S1__nonlinear_gaussian__19__model__center_EEG__O1,S1,O1,1,0,0,False,,0.221305240993388,684650496
v3__S1__nonlinear_gaussian__19__model__center_EEG__O2,S1,O2,1,2,18,False,,1.7037220619968139,684650496
v3__S1__nonlinear_gaussian__19__model__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.716537980013527,684650496
v3__S1__nonlinear_gaussian__19__model__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.6699539119726978,684908544
v3__S1__nonlinear_gaussian__19__model__center_fNIRS__O0,S1,O0,1,0,0,False,,0.30598145799012855,684650496
v3__S1__nonlinear_gaussian__19__model__center_fNIRS__O1,S1,O1,1,0,0,False,,0.20747396198567003,684650496
v3__S1__nonlinear_gaussian__19__model__center_fNIRS__O2,S1,O2,1,2,18,False,,1.65187117701862,684650496
v3__S1__nonlinear_gaussian__19__model__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.6540345500106923,685056000
v3__S1__nonlinear_gaussian__19__model__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.6723519730148837,684650496
v3__S1__nonlinear_gaussian__19__model__whole_EEG__O0,S1,O0,1,0,0,False,,0.2852158640162088,684650496
v3__S1__nonlinear_gaussian__19__model__whole_EEG__O1,S1,O1,1,0,0,False,,0.18735798896523193,684650496
v3__S1__nonlinear_gaussian__19__model__whole_EEG__O2,S1,O2,1,2,18,False,,1.6213250489672646,684650496
v3__S1__nonlinear_gaussian__19__model__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.5685644740005955,684650496
v3__S1__nonlinear_gaussian__19__model__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.5889901699847542,684650496
v3__S1__nonlinear_gaussian__19__model__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.29866990202572197,684650496
v3__S1__nonlinear_gaussian__19__model__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.157868520996999,687251456
v3__S1__nonlinear_gaussian__19__model__whole_fNIRS__O2,S1,O2,1,2,22,False,,1.750018805032596,684650496
v3__S1__nonlinear_gaussian__19__model__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,22,False,,1.8356762009789236,684650496
v3__S1__nonlinear_gaussian__19__model__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,22,False,,1.8337552009616047,687251456
v3__S1__nonlinear_gaussian__19__combined__full__O0,S1,O0,1,0,0,False,,0.9346038000076078,684650496
v3__S1__nonlinear_gaussian__19__combined__full__O1,S1,O1,1,0,0,False,,0.8494650489883497,689205248
v3__S1__nonlinear_gaussian__19__combined__full__O2,S1,O2,1,2,18,False,,2.6645189719856717,684650496
v3__S1__nonlinear_gaussian__19__combined__full__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.3112928100163117,684650496
v3__S1__nonlinear_gaussian__19__combined__full__O2_mean_only,S1,O2_mean_only,1,2,26,False,,2.913617810001597,684908544
v3__S1__nonlinear_gaussian__19__combined__center_EEG__O0,S1,O0,1,0,0,False,,0.8911450729938224,684650496
v3__S1__nonlinear_gaussian__19__combined__center_EEG__O1,S1,O1,1,0,0,False,,0.7665194210130721,685056000
v3__S1__nonlinear_gaussian__19__combined__center_EEG__O2,S1,O2,1,2,18,False,,2.2750465660355985,684650496
v3__S1__nonlinear_gaussian__19__combined__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.2759619270218536,689205248
v3__S1__nonlinear_gaussian__19__combined__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,30,False,,3.135276557004545,684650496
v3__S1__nonlinear_gaussian__19__combined__center_fNIRS__O0,S1,O0,1,0,0,False,,0.8884537820122205,684650496
v3__S1__nonlinear_gaussian__19__combined__center_fNIRS__O1,S1,O1,1,0,0,False,,0.7673962200060487,684650496
v3__S1__nonlinear_gaussian__19__combined__center_fNIRS__O2,S1,O2,1,2,18,False,,2.215359936002642,685056000
v3__S1__nonlinear_gaussian__19__combined__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.1799219209933653,684650496
v3__S1__nonlinear_gaussian__19__combined__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,26,False,,2.7774124090210535,684650496
v3__S1__nonlinear_gaussian__19__combined__whole_EEG__O0,S1,O0,1,0,0,False,,0.8327869070344605,684650496
v3__S1__nonlinear_gaussian__19__combined__whole_EEG__O1,S1,O1,1,0,0,False,,0.7739292610203847,684650496
v3__S1__nonlinear_gaussian__19__combined__whole_EEG__O2,S1,O2,1,2,22,False,,2.504627014975995,687251456
v3__S1__nonlinear_gaussian__19__combined__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,2.139728480949998,684650496
v3__S1__nonlinear_gaussian__19__combined__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,62,False,,5.539159365987871,684650496
v3__S1__nonlinear_gaussian__19__combined__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.819740962004289,684650496
v3__S1__nonlinear_gaussian__19__combined__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.7080105740460567,684789760
v3__S1__nonlinear_gaussian__19__combined__whole_fNIRS__O2,S1,O2,1,2,15,False,,1.982025540957693,684650496
v3__S1__nonlinear_gaussian__19__combined__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,22,False,,2.4480382339679636,684650496
v3__S1__nonlinear_gaussian__19__combined__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,17,False,,2.430889781040605,684650496
v3__S1__nonlinear_gaussian__20__model__full__O0,S1,O0,1,0,0,False,,0.35400265199132264,684650496
v3__S1__nonlinear_gaussian__20__model__full__O1,S1,O1,1,0,0,False,,0.2746123059769161,684908544
v3__S1__nonlinear_gaussian__20__model__full__O2,S1,O2,1,2,22,False,,2.0425522419973277,684789760
v3__S1__nonlinear_gaussian__20__model__full__O2_pointwise,S1,O2_pointwise,1,2,22,False,,2.1042093650321476,689205248
v3__S1__nonlinear_gaussian__20__model__full__O2_mean_only,S1,O2_mean_only,1,2,22,False,,1.9886915960232727,684650496
v3__S1__nonlinear_gaussian__20__model__center_EEG__O0,S1,O0,1,0,0,False,,0.336373636033386,684650496
v3__S1__nonlinear_gaussian__20__model__center_EEG__O1,S1,O1,1,0,0,False,,0.22012926900060847,684908544
v3__S1__nonlinear_gaussian__20__model__center_EEG__O2,S1,O2,1,2,22,False,,1.9776821910054423,684650496
v3__S1__nonlinear_gaussian__20__model__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,22,False,,1.9876477280049585,685056000
v3__S1__nonlinear_gaussian__20__model__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,22,False,,1.987936202029232,684650496
v3__S1__nonlinear_gaussian__20__model__center_fNIRS__O0,S1,O0,1,0,0,False,,0.31907009199494496,684908544
v3__S1__nonlinear_gaussian__20__model__center_fNIRS__O1,S1,O1,1,0,0,False,,0.21407742000883445,684908544
v3__S1__nonlinear_gaussian__20__model__center_fNIRS__O2,S1,O2,1,2,22,False,,1.930969464010559,684650496
v3__S1__nonlinear_gaussian__20__model__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,22,False,,1.9393997840234078,686837760
v3__S1__nonlinear_gaussian__20__model__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,22,False,,1.949417510011699,684650496
v3__S1__nonlinear_gaussian__20__model__whole_EEG__O0,S1,O0,1,0,0,False,,0.28671139996731654,684650496
v3__S1__nonlinear_gaussian__20__model__whole_EEG__O1,S1,O1,1,0,0,False,,0.18349039397435263,684908544
v3__S1__nonlinear_gaussian__20__model__whole_EEG__O2,S1,O2,1,2,22,False,,1.9635420420090668,687251456
v3__S1__nonlinear_gaussian__20__model__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,22,False,,1.8710878029814921,684908544
v3__S1__nonlinear_gaussian__20__model__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,22,False,,1.8718669450026937,684650496
v3__S1__nonlinear_gaussian__20__model__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.2944043769966811,684650496
v3__S1__nonlinear_gaussian__20__model__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.16215763404034078,684650496
v3__S1__nonlinear_gaussian__20__model__whole_fNIRS__O2,S1,O2,1,2,26,False,,2.168394715001341,684650496
v3__S1__nonlinear_gaussian__20__model__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,26,False,,2.1039562529767863,684650496
v3__S1__nonlinear_gaussian__20__model__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,26,False,,2.071970616001636,684789760
v3__S1__nonlinear_gaussian__20__combined__full__O0,S1,O0,1,0,0,False,,1.0110925089684315,684650496
v3__S1__nonlinear_gaussian__20__combined__full__O1,S1,O1,1,0,0,False,,0.8290050679934211,684650496
v3__S1__nonlinear_gaussian__20__combined__full__O2,S1,O2,1,2,22,False,,2.6731008400092833,689205248
v3__S1__nonlinear_gaussian__20__combined__full__O2_pointwise,S1,O2_pointwise,1,2,26,False,,2.8739090529852547,684650496
v3__S1__nonlinear_gaussian__20__combined__full__O2_mean_only,S1,O2_mean_only,1,2,22,False,,2.5764971550088376,685056000
v3__S1__nonlinear_gaussian__20__combined__center_EEG__O0,S1,O0,1,0,0,False,,0.85908682201989,684650496
v3__S1__nonlinear_gaussian__20__combined__center_EEG__O1,S1,O1,1,0,0,False,,0.7780955610214733,684650496
v3__S1__nonlinear_gaussian__20__combined__center_EEG__O2,S1,O2,1,2,22,False,,2.534335735021159,686837760
v3__S1__nonlinear_gaussian__20__combined__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,26,False,,2.8344263350008987,684650496
v3__S1__nonlinear_gaussian__20__combined__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,22,False,,2.5166016020230018,684650496
v3__S1__nonlinear_gaussian__20__combined__center_fNIRS__O0,S1,O0,1,0,0,False,,0.9577246579574421,684650496
v3__S1__nonlinear_gaussian__20__combined__center_fNIRS__O1,S1,O1,1,0,0,False,,0.7926091040135361,684908544
v3__S1__nonlinear_gaussian__20__combined__center_fNIRS__O2,S1,O2,1,2,22,False,,2.486916231981013,684650496
v3__S1__nonlinear_gaussian__20__combined__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,26,False,,2.874178066966124,687251456
v3__S1__nonlinear_gaussian__20__combined__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,22,False,,2.56546051701298,684650496
v3__S1__nonlinear_gaussian__20__combined__whole_EEG__O0,S1,O0,1,0,0,False,,0.8474679730134085,684650496
v3__S1__nonlinear_gaussian__20__combined__whole_EEG__O1,S1,O1,1,0,0,False,,0.7531629569712095,684908544
v3__S1__nonlinear_gaussian__20__combined__whole_EEG__O2,S1,O2,1,2,22,False,,2.5325540030025877,684650496
v3__S1__nonlinear_gaussian__20__combined__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,26,False,,2.8601927789859474,684650496
v3__S1__nonlinear_gaussian__20__combined__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,34,False,,4.03207839600509,684650496
v3__S1__nonlinear_gaussian__20__combined__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.8185577589902095,684789760
v3__S1__nonlinear_gaussian__20__combined__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.7513892379938625,684650496
v3__S1__nonlinear_gaussian__20__combined__whole_fNIRS__O2,S1,O2,1,2,27,False,,2.699326650996227,684650496
v3__S1__nonlinear_gaussian__20__combined__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,25,False,,2.559674793970771,684908544
v3__S1__nonlinear_gaussian__20__combined__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,27,False,,2.8446440339903347,689205248
v3__S1__nonlinear_gaussian__21__model__full__O0,S1,O0,1,0,0,False,,0.3473035159986466,685056000
v3__S1__nonlinear_gaussian__21__model__full__O1,S1,O1,1,0,0,False,,0.25723891000961885,684789760
v3__S1__nonlinear_gaussian__21__model__full__O2,S1,O2,1,2,18,False,,1.7040205930243246,684650496
v3__S1__nonlinear_gaussian__21__model__full__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.686362183012534,684650496
v3__S1__nonlinear_gaussian__21__model__full__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.6938955989899114,684789760
v3__S1__nonlinear_gaussian__21__model__center_EEG__O0,S1,O0,1,0,0,False,,0.29991537099704146,685056000
v3__S1__nonlinear_gaussian__21__model__center_EEG__O1,S1,O1,1,0,0,False,,0.21670441795140505,686837760
v3__S1__nonlinear_gaussian__21__model__center_EEG__O2,S1,O2,1,2,18,False,,1.6668375650187954,684650496
v3__S1__nonlinear_gaussian__21__model__center_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.6510523900506087,685056000
v3__S1__nonlinear_gaussian__21__model__center_EEG__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.6345357859972864,686837760
v3__S1__nonlinear_gaussian__21__model__center_fNIRS__O0,S1,O0,1,0,0,False,,0.30694700503954664,684650496
v3__S1__nonlinear_gaussian__21__model__center_fNIRS__O1,S1,O1,1,0,0,False,,0.23979729402344674,684650496
v3__S1__nonlinear_gaussian__21__model__center_fNIRS__O2,S1,O2,1,2,18,False,,1.7234160429798067,684650496
v3__S1__nonlinear_gaussian__21__model__center_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.6040559189859778,684650496
v3__S1__nonlinear_gaussian__21__model__center_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.6390980369760655,684650496
v3__S1__nonlinear_gaussian__21__model__whole_EEG__O0,S1,O0,1,0,0,False,,0.279530355008319,687251456
v3__S1__nonlinear_gaussian__21__model__whole_EEG__O1,S1,O1,1,0,0,False,,0.18575853505171835,687251456
v3__S1__nonlinear_gaussian__21__model__whole_EEG__O2,S1,O2,1,2,18,False,,1.6340691399527714,687251456
v3__S1__nonlinear_gaussian__21__model__whole_EEG__O2_pointwise,S1,O2_pointwise,1,2,18,False,,1.637913326965645,684650496
v3__S1__nonlinear_gaussian__21__model__whole_EEG__O2_mean_only,S1,O2_mean_only,1,2,18,False,,1.618213560024742,684650496
v3__S1__nonlinear_gaussian__21__model__whole_fNIRS__O0,S1,O0,1,0,0,False,,0.29320896504214033,684650496
v3__S1__nonlinear_gaussian__21__model__whole_fNIRS__O1,S1,O1,1,0,0,False,,0.15786951000336558,684650496
v3__S1__nonlinear_gaussian__21__model__whole_fNIRS__O2,S1,O2,1,2,19,False,,1.6105145270121284,684789760
v3__S1__nonlinear_gaussian__21__model__whole_fNIRS__O2_pointwise,S1,O2_pointwise,1,2,19,False,,1.5981413290137425,684650496
v3__S1__nonlinear_gaussian__21__model__whole_fNIRS__O2_mean_only,S1,O2_mean_only,1,2,19,False,,1.5872918569948524,684650496
v3__S1__nonlinear_gaussian__21__combined__full__O0,S1,O0,1,0,0,False,,0.931009404012002,684650496
